Name,Type,Move Power,Move Time,PP,Duration,Range,Description,Scaling,Save
Sludge Wave,Poison,DEX CON ,1 action,5,Instantaneous,Self (30ft cone),You summon a wave of poisonous sludge that crashes down on creatures in a 30 foot cone. Any creature caught in the blast must make a CON saving throw against your Move DC_ taking poison damage on a failure_ or half as much on a success. If a creature fails the saving throw by 5 or more_ it becomes poisoned.,Higher Levels: The damage dice roll for this move changes to 2d10 at level 5_ 3d10 at level 10_ and 4d12 at level 17.,CON
Sludge,Poison,DEX CON ,1 action,10,Instantaneous,20ft,You spew poisonous sludge at a target creature in range. Make a ranged attack_ doing poison damage on a hit. The creature must make a CON save against your Move DC or become poisoned.,Higher Levels: The damage dice roll for this move changes to 2d8 at level 5_ 5d4 at level 10_ and 4d8 at level 17.,CON
Smack Down,Rock,STR ,1 action,10,Instantaneous,80ft,"You throw a solid piece of stone at a creature in an attempt to bring them to the ground. Make a ranged attack_ dealing rock damage on a hit. On a hit_ any ""Raised"" creature is knocked prone and loses its flying speed and immunity to ground-type moves until it can move again. This move can target creatures in the invulnerable stage of Fly or Bounce.",Higher Levels: The damage dice roll for this move changes to 2d6 at level 5_ 4d4 at level 10_ and 3d10 at level 17.,Missing
Smart Strike,Steel,STR INT ,1 action,5,Instantaneous,Melee,You pinpoint the perfect place to strike a creature with a horn as strong as steel. This move is guaranteed to hit for steel damage_ unless during the invulnerable stage of Fly_ Dig_ Bounce_ Dive_ etc. moves.,Higher Levels: The damage dice roll for this move changes to 1d10 at level 5_ 2d8 at level 10_ and 5d4 at level 17.,Missing
Smelling Salts,Normal,CON ,1 action,5,Instantaneous,20ft,You procure a handful of strong smelling salt_ damaging a creature's senses. Make a ranged attack against a target_ dealing normal damage on a hit. If the target is paralyzed_ double the dice roll for the damage.,Higher Levels: The damage dice roll for this move changes to 2d6 at level 5_ 2d12 at level 10_ and 3d10 at level 17.,Missing
Smog,Poison,CON ,1 action,5,1 minute_ Concentration,40ft,You release a toxic cloud of poisonous smog in a 10 foot radius_ centered on a point within range. Any creature that starts their turn in this area must succeed on a CON save against your Move DC_ taking poison damage on a failure_ or half as much on a success. Creatures that fail this save by 5 or more become poisoned.,Higher Levels: The damage dice roll for this move changes to 2d4 at level 5_ 1d12 at level 10_ and 4d4 at level 17.,CON
Smokescreen,Normal,CON ,1 action,10,1 minute_ Concentration,30ft,You conjure a line of smoke on the battlefield_ 60 feet long and 5 feet thick_ that extends in any direction from a point within range. The area on either side is obscured and imposes disadvantage on any ranged attacks made by a creature targeting another on the opposite side. Any creature inside the wall of smoke_ when it is conjured_ must make a CON save against your Move DC or become blinded for the duration. A blinded creature can repeat the save at the beginning of its turns to remove the effect on a success.,Missing,CON
Snarl,Dark,WIS CHA ,1 action,10,Instantaneous,30ft,You release a harsh growl at a creature_ damaging their willpower. Force a creature to make a WIS save against your Move DC. On a failure_ the target takes dark damage. If you are the target of its next attack_ the attack is rolled at disadvantage.,Higher Levels: The damage dice roll for this move changes to 2d6 at level 5_ 4d4 at level 10_ and 3d10 at level 17.,WIS
Snatch,Dark,DEX ,1 reaction,5,Instantaneous,30ft,You call upon dark energy to steal an effect from a creature. When a creature in range activates a move with a positive effect on itself (curing negative status effect_ boosting stats_ healing_ etc.)_ force it to make a WIS save against your Move DC. On a failure_ you gain the positive effect and the target's move fails.,Missing,WIS
Snore,Normal,STR WIS ,1 action,10,Instantaneous,50ft,While you are asleep_ you may activate this move to create a harsh noise that damages all creature within range for normal damage.,Higher Levels: The damage dice roll for this move changes to 2d6 at level 5_ 4d4 at level 10_ and 3d10 at level 17.,Missing
Soak,Water,STR CON ,1 action,10,3 rounds,50ft,You fire a torrent of water at a creature that leaves lasting effects. Force a target in range to make a CON save against your Move DC. On a failure_ its type changes to water through its next three full turns in battle.,Missing,CON
Soft-Boiled,Normal,CON CHA ,1 action,5,Instantaneous,30ft,Heal a creature in range for hitpoints.,Higher Levels: The dice roll for healing changes to 4d6 at level 5_ 6d6 at level 10_ and 8d6 at level 17.,Missing
Solar Beam,Grass,STR DEX ,1 action_ charge,5,1 round_ Concentration,Self (80ft line),When you use this move_ soak in solar energy and prepare to unleash a devastating beam. On your next turn_ if you keep your concentration_ use an action to create a 80 foot line of solar energy_ 5 feet wide. Any creature caught in the line must succeed on a DEX save or take grass damage on a fail and half as much on a save. If this move is used in harsh sunlight_ double your MOVE modifier for damage and it can be used on the turn it is activated_ without concentration.,Higher Levels: The damage dice roll for this move changes to 5d6 at level 5_ 4d12 at level 10_ and 8d8 at level 17.,DEX
Solar Blade,Grass,STR DEX ,1 action_ charge,5,1 round_ Concentration,Melee,When you activate this move_ you use your action gathering in solar energy to prepare to strike with blades. On your next turn_ if you keep your concentration_ use an action to make a melee attack_ dealing grass damage on a hit. If this move is used in harsh sunlight_ double your MOVE modifier for damage and it can be used on the turn it is activated_ without concentration.,Higher Levels: The damage dice roll for this move changes to 5d6 at level 5_ 4d12 at level 10_ and 8d8 at level 17.,Missing
Sonic Boom,Normal,STR DEX ,1 action,10,Instantaneous,Self (20ft radius),You unleash a deafening sound that harms creature in a 40 foot circle_ centered on you. Creatures in range must make a CON save against your Move DC_ taking 20 flat normal damage on a fail_ or half as much on a success.,Missing,CON
Spacial Rend,Dragon,STR WIS ,1 action,3,Instantaneous,Self (30ft radius),You release a powerful shockwave that tears through creatures and the space around them. All creatures within 30 feet of you must make a CON save against your Move DC_ taking dragon damage on a failure_ or half as much on a success. Creatures that fail this save by 5 or more become uncontrollable and are sucked into the Ethereal Plane until the beginning of your next turn_ appearing in the same location when they return.,Higher Levels: The damage dice roll for this move changes to 4d10 at level 5_ 6d10 at level 10_ and 8d12 at level 17.,CON
Spark,Electric,STR DEX ,1 action,10,Instantaneous,Melee,You strike out with an electrified tackle with a chance to paralyze a target. Make a melee attack roll against a creature_ doing electric damage on a hit. If the natural attack roll is 18 or higher_ the target is paralyzed.,Higher Levels: The damage dice roll for this move changes to 2d8 at level 5_ 5d4 at level 10_ and 4d8 at level 17.,Missing
Sparkling Aria,Water,DEX CHA ,1 action,5,Instantaneous,Self (10ft radius),You burst into song_ unleashing a flurry of bubbles in a 20 foot circle_ centered on you. All creatures in range must make a DEX save or take water damage on a fail and half as much on a save. Any creature suffering from the burned condition will be cured upon touching the bubbles.,Higher Levels: The damage dice roll for this move changes to 2d10 at level 5_ 3d10 at level 10_ and 4d12 at level 17.,DEX
Spectral Thief,Ghost,DEX WIS ,1 action,5,Instantaneous,100ft,You succumb to darkness and transport yourself into a creature's shadow. Immediately teleport to a point in range and make a melee attack on a creature. On hit_ you steal all positive stat changes affecting the creature and deal ghost damage.,Higher Levels: The damage dice roll for this move changes to 5d6 at level 5_ 6d8 at level 10_ and 6d12 at level 17.,Missing
Speed Swap,Psychic,INT WIS ,1 action,5,1 minute_ Concentration,40ft,You use your psychic power to swap speed with a creature.Â  Force a creature in range to make a CHA save against your Move DC. On a failure_ switch speed with the target for the duration.,Missing,CHA
Spider Web,Bug,DEX ,1 action,5,1 minute,40ft,You fire a sticky web that attempts to restrain a creature. Make a ranged attack roll on a target in range. On a hit_ the target is covered in web. While covered_ it is restrained and cannot flee or be switched out_ except by item_ Move_ or ability. The target can use an action on its turn to escape with a STR save against your Move DC.,Missing,STR
Spike Cannon,Normal,STR DEX ,1 action,10,Instantaneous,60ft,You fire a series of sharp spikes at a creature in range. Make a ranged attack roll_ doing normal damage on a hit. After successfully hitting a target_ roll a d4. On a result of 3 or 4_ you may immediately hit again for an additional normal damage. Continue this process until you fail to roll a 3 or 4 on the d4 roll_ up to a maximum of four additional hits.,Higher Levels: The damage dice rolls for this move change to 2d4 at level 5_ 1d12 at level 10_ and 4d4 at level 17.,Missing
Spikes,Ground,STR DEX ,1 reaction,5,Instantaneous,80ft,You set a trap of spikes that hurts creature that come into battle. If a trainer is in range and switches out a creature_ you can spend a reaction to make a ranged attack on the incoming creature with spikes that come out of the ground_ doing ground damage on a hit.,Higher Levels: The damage dice roll for this move changes to 1d10 at level 5_ 2d8 at level 10_ and 5d4 at level 17.,Missing
Spiky Shield,Grass,Missing,1 reaction,3,Instantaneous,Melee,You quickly raise a spiked shield to protect yourself from damage. When you are hit by a melee attack_ use your reaction to ignore damage_ dealing grass damage equal to your proficiency modifier to the attacker instead. On future instances of this reaction in the same combat_ you must roll higher than a 15 on a d20 roll for the reaction to be successful.,Missing,Missing
Spirit Shackle,Ghost,DEX CHA ,1 action,5,Instantaneous,50ft,You employ dark energy to stitch a creature's shadow to the ground. Make a ranged attack_ dealing ghost damage on a hit. On hit_ the target is unable to flee or switch out while the user remains in battle.,Higher Levels: The damage dice roll for this move changes to 2d8 at level 5_ 4d6 at level 10_ and 6d6 at level 17.,Missing
Spit Up,Normal,CON DEX ,1 action,5,Instantaneous,30ft,The power of energy stored by Stockpile is released against a target. Make a ranged attack against a creature_ dealing a base normal damage on a hit. The dice roll is doubled if two rounds of energy were Stockpiled. The dice roll is tripled if three rounds of energy were Stockpiled.,Higher Levels: The damage dice roll for this move changes to 1d12 at level 5_ 2d8 at level 10_ and 4d6 at level 17.,Missing
Spite,Ghost,WIS ,1 reaction,3,Instantaneous,30ft,When hit with an attack_ you can spend a reaction to attempt to drain the attacker's PP_ if they are in range. Force the attacker to make a WIS save against your Move DC. On a fail_ roll a d4. The PP of the move that attacked you is decreased by that number.,Higher Levels: PP is drained by 1d6 at level 5_ 1d8 at level 10_ and 1d10 at level 17.,WIS
Splash,Normal,Missing,1 action,20,Instantaneous,Self,You flail around on the ground_ doing no damage and looking ridiculous_ but you can leap up to 50 feet in the air.,Missing,Missing
Spore,Grass,DEX CON ,1 reaction,3,Instantaneous,Melee,When you are targeted by a melee attack_ you can use your reaction to release a spore that attempts to put your attacker to sleep. The creature must make a CON save against your Move DC_ falling asleep on a fail.,Missing,CON
Spotlight,Normal,DEX CHA ,1 action,3,1 minute_ Concentration,80ft,You shine a bright light on a creature in range that follows them around the battlefield. The target must make a DEX save against your Move DC. On a fail_ attacks against that creature have advantage for the duration.,Missing,DEX
Stealth Rock,Rock,STR DEX ,1 reaction,3,Instantaneous,50ft,You quickly summon a trap of sharp rocks that hurts a creature entering the battle. When a creature is switched into battle_ you may use your reaction to make a ranged attack_ dealing rock damage to the incoming creature on a hit.,Higher Levels: The damage dice roll for this move changes to 1d12 at level 5_ 2d8 at level 10_ and 4d6 at level 17.,Missing
Steam Eruption,Water,STR DEX ,1 action,3,Instantaneous,Self (20ft cone),You shoot out a cone of intensely hot steam from your body_ immersing creatures in range. Any creature in the area must make a DEX save against your Move DC_ taking water damage on a failure_ or half as much on a success. If a target fails the save by 5 or more_ it becomes burned.,Higher Levels: The damage dice roll for this move changes to 3d8 at level 5_ 6d6 at level 10_ and 7d8 at level 17.,DEX
Steamroller,Bug,STR ,1 action,10,Instantaneous,Melee,You roll up your body and roll over a creature. Make a melee attack roll_ dealing bug damage on a hit. If your natural attack roll is 15 or higher_ the target flinches.,Higher Levels: The damage dice roll for this move changes to 2d8 at level 5_ 5d4 at level 10_ and 4d8 at level 17.,Missing
Steel Wing,Steel,STR DEX ,1 action,15,Instantaneous,Melee,You strike a target hard with outstretched wings. Make a melee attack on a creature_ doing steel damage on a hit. If the natural attack roll is 19 or 20_ your AC is increased by 1 until the end of your next turn.,Higher Levels: The damage dice roll for this move changes to 2d8 at level 5_ 2d12 at level 10_ and 6d6 at level 17.,Missing
Sticky Web,Bug,DEX ,1 reaction,3,Instantaneous,50ft,You quickly fire a sticky web at a creature entering the battle. When a creature is switched into battle_ you may use your reaction to make a ranged attack on the creature. On a hit_ the target is restrained. The creature may make a STR save against your Move DC at the beginning of each of its turns to escape the web.,Missing,STR
Stockpile,Normal,Missing,1 action,10,Instantaneous,Self,You use your action to store energy for a Spit Up or Swallow move_ increasing your defense. Raise your AC by 1 until you use one of those two moves. This move may be stacked a maximum of 3 times before the energy is used.,Missing,Missing
Stomp,Normal,STR DEX ,1 action,10,Instantaneous,Melee,You raise your feet up for a stomp attack. Make a melee attack roll against a target_ doing normal damage on a hit. If the natural attack roll is 18 or more_ the target flinches.,Higher Levels: The damage dice roll for this move changes to 2d8 at level 5_ 5d4 at level 10_ and 4d8 at level 17.,Missing
Stomping Tantrum,Ground,STR ,1 action,5,Instantaneous,Melee,Driven by frustration_ you aggressively attack. Make a melee attack_ dealing ground damage on a hit. If you last attack missed_ double the dice roll for damage.,Higher Levels: The damage dice roll for this move changes to 2d8 at level 5_ 2d12 at level 10_ and 6d6 at level 17.,Missing
Stone Edge,Rock,STR ,1 action,3,Instantaneous,60ft,The earth moves beneath a target's feet as sharp stone pierce through the ground underneath them. Creatures in a 10 foot radius centered on a point you choose in range must make a DEX save against your MOVE DC_ taking rock damage on a fail_ or half as much on a save.,Higher Levels: The damage dice roll for this move changes to 2d12 at level 5_ 4d8 at level 10_ and 8d6 at level 17.,DEX
Stored Power,Psychic,STR WIS ,1 action,5,Instantaneous,30ft,"You use your psychic energy to attack with stored power. Make a ranged attack_ dealing psychic damage on a hit. Add an additional damage dice for each stat-changing effect currently applied to the user. (For example_ if you or an ally has activated a move(s) that is currently boosting the user's AC_ speed_ and STAB_ add three additional damage dice. A move that affects multiple ability scores is considered ""one"" effect for this boost)",Higher Levels: The damage dice roll for this move changes to 2d6 at level 5_ 3d6 at level 10_ and 4d6 at level 17.,Missing
Storm Throw,Fighting,STR ,1 action,5,Instantaneous,Melee,You strike a target with a fierce blow. Make a melee attack on a creature_ dealing fighting damage on a hit. If a target is immune to the damage from critical hits_ halve the damage dealt by this attack.,Higher Levels: The damage dice roll for this move changes to 3d8 at level 5_ 4d10 at level 10_ and 7d8 at level 17.,Missing
Strength Sap,Grass,CON ,1 reaction,3,Instantaneous,15ft,If a creature attempts to use a move that boosts its stats_ you may use your reaction to negate the increase and convert it into healing energy_ recovering regain hit points. This includes critical hit bonuses_ AC increases_ speed_ attack and damage boosts_ etc.,Higher Levels: The damage dice roll for this move changes to 2d8 at level 5_ 5d4 at level 10_ and 4d8 at level 17.,Missing
Strength,Normal,STR ,1 action,10,Instantaneous,Melee,You strike out at a creature with brute strength. Make a melee attack roll_ doing normal damage on a hit. On a hit_ you may also choose to push the creature 5 feet away.,Higher Levels: The damage dice roll for this move changes to 2d8 at level 5_ 4d6 at level 10_ and 6d6 at level 17.,Missing
String Shot,Bug,DEX ,1 action,20,1 minute,60ft,You unleash sticky string at a creature in range_ slowing it down. Make a ranged attack roll against a target. On a hit_ the target's speed is reduced by 10 for the duration. The move is stackable to any amount. The target may take an action to attempt to get rid of any string with a STR save against your Move DC. If this reduction in speed causes their speed to be 0_ they are restrained.,Missing,STR
Struggle Bug,Bug,STR DEX ,1 reaction,3,Instantaneous,Melee,You resist an attack_ fighting back against a creature. When hit by a melee attack_ you may use a reaction to immediately retaliate with an attack roll of your own_ dealing bug damage on a hit.,Higher Levels: The damage dice roll for this move changes to 1d10 at level 5_ 2d8 at level 10_ and 5d4 at level 17.,Missing
Struggle,Typeless,STR DEX ,1 action,Unlimited,Instantaneous,Melee/60ft,This move is known by all PokÃ©mon_ and can be used at any time. You lash out with an unarmed strike_ or use an improvised weapon up close or at range to damage a creature. Make a melee or ranged attack roll_ doing damage equal to 2 + MOVE typeless damage on a hit. The damage from this move cannot be increased by another move_ item_ or ability.,Missing,Missing
Stun Spore,Grass,CON ,1 reaction,3,Instantaneous,Melee,When you are subject to a melee attack_ you can use your reaction to release a spore that attempts to stun your attacker. The creature must make a CON save against your Move DC_ becoming paralyzed on a fail.,Missing,CON
Submission,Fighting,STR ,1 action,10,Instantaneous,Melee,You attempt a forceful grapple on a target. Make a melee attack_ doing fighting damage on a hit_ but taking a quarter of the damage dealt in recoil. On a hit_ the target is grappled. At the beginning of each of its turns_ it may attempt to escape with a STR save against your Move DC. While a creature is grappled_ this move can be activated again as a bonus action with an automatic hit_ dealing fighting damage with a quarter of the damage dealt in typeless recoil.,Higher Levels: The damage dice rolls for this move change to 2d8 at level 5_ 4d6 at level 10_ and 6d6 at level 17.,STR
Substitute,Normal,Missing,1 action,5,1 minute_ Concentration,Self,"You surrender a quarter of your current HP (rounded down) into temporary hit points in the form of a shield. During this time_ the shield grants you immunity to NEW negative conditions (including things like prone_ restrained_ etc.) and it absorbs all outside damage that you would normally take until it is destroyed. The shield is considered ""typeless"" for damage resistance_ vulnerability_ and immunities. The shield and user cannot be healed while active_ and it does not absorb self-inflicted conditions or damage caused by pre-existing burn_ poison_ or confusion. The shield breaks when it is reduced to 0 hit points_ and the user takes the overflow damage. Sound-based moves bypass the shield (Supersonic_ Grass Whistle_ etc.)",Missing,Missing
Sucker Punch,Dark,STR DEX ,1 reaction,3,Instantaneous,Melee,You lay in a quick punch before a creature has a chance to attack. When targeted by a melee attack_ you may use your reaction to attempt to strike a creature before its attack is rolled. Make a melee attack_ dealing dark damage on a hit.,Higher Levels: The damage dice roll for this move changes to 1d12 at level 5_ 2d8 at level 10_ and 4d6 at level 17.,Missing
Sunny Day,Fire,Missing,1 action,3,5 rounds,Self,You change the weather to harsh sunlight for 5 rounds.,Missing,Missing
Sunsteel Strike,Steel,STR ,1 action,5,Instantaneous,Melee,You slam into the target with the force of a meteor. Make a melee attack_ dealing steel damage on a hit. This move ignores any abilities of the target creature that would decrease its ability to hit or deal full damage.,Higher Levels: The damage dice roll for this move changes to 4d10 at level 5_ 6d10 at level 10_ and 8d12 at level 17.,Missing
Super Fang,Normal,STR ,1 action,5,Instantaneous,Melee,You lash out with an incredible fang attack. Make a melee attack_ doing normal damage on a hit. On critical hits_ instead of doubling the dice_ you can choose to do damage equal to half the target's current HP (up to a maximum of 5x your level)..,Higher Levels: The damage dice roll for this move changes to 2d8 at level 5_ 4d6 at level 10_ and 6d6 at level 17.,Missing
Superpower,Fighting,STR DEX ,1 action,3,Instantaneous,Melee,You strike a target with incredible power - but with great power comes great responsibility. Make a melee attack against a creature_ dealing fighting damage on a hit. This move exhausts you_ and your STR and DEX ability scores are both reduced by 10 until after the end of your next turn.,Higher Levels: The damage dice roll for this move changes to 5d6 at level 5_ 6d8 at level 10_ and 6d12 at level 17.,Missing
Supersonic,Normal,DEX WIS ,1 action,10,Instantaneous,40ft,You emit a high pitched screech heard only by the target. Choose a target in range. The target must pass a WIS saving throw against your Move DC or become confused.,Missing,WIS
Surf,Water,STR DEX ,1 action,10,Instantaneous,Self (30ft cone),You summon a fast-moving wave in front of you that crashes down on creatures in a 30 foot cone. Any creature caught in the blast must make a STR saving throw_ taking water damage and falling prone on a failure_ or half as much without falling prone on a success.,Higher Levels: The damage dice roll for this move changes to 2d10 at level 5_ 3d10 at level 10_ and 4d12 at level 17.,STR
Swagger,Normal,WIS CHA ,1 action,10,Instantaneous,40ft,Force a target in range to make a WIS save against your Move DC. On a fail_ the target is confused_ but it adds +2 to its attack rolls while confused.,Missing,WIS
Swallow,Normal,CON ,1 action,5,Instantaneous,Self,You absorb your Stockpiled energy to heal your wounds. When activated after using Stockpile_ regain a base hit points. The dice roll is doubled if two rounds of energy were Stockpiled. The dice roll is tripled if three rounds of energy were Stockpiled.,Higher Levels: The base healing dice roll for this move changes to 1d12 at level 5_ 2d8 at level 10_ and 4d6 at level 17.,Missing
Sweet Kiss,Fairy,WIS CHA ,1 action,10,Instantaneous,Melee,You lay a kiss on a creature_ attempting to confuse them. The target must make an CHA saving throw against your Move DC or become confused.,Missing,Missing
Sweet Scent,Normal,CON CHA ,1 action,10,Instantaneous,30ft,You release a sweet smell directed at a target in range. The target must make a CHA save against your Move DC. On a fail_ you have advantage on your next two attacks against that target.,Missing,CHA
Swift,Normal,Missing,1 action,10,Instantaneous,60ft,You fire two projectiles at any creature you choose in range. They do not have to target the same creature. Each hit for normal damage. This move also targets creature during the invulnerable stages of Dig_ Fly_ Bounce_ etc.,Higher Levels: You fire 4 projectiles at level 5_ 5 projectiles at level 10_ and 6 projectiles at level 17.,Missing
Switcheroo,Dark,DEX ,1 action,10,Instantaneous,Melee,Your hands move with incredible speed as you attempt to switch held items with a creature. Force a creature to make a DEX save against your Move DC. On a failure_ you take their held item and replace it with your own. If you do not have a held item_ you simply take theirs without replacement.,Missing,DEX
Swords Dance,Normal,DEX WIS ,1 action,5,1 minute_ concentration,Self,When you activate this move_ a sword appears and dances around you_ increasing your AC by 1. As a bonus action on a future turn_ you may drop concentration to release this sword and roll a ranged attack at a target within 30 feet of you_ dealing normal damage on a hit.,Higher Levels: The damage dice for this move changes to 2d8 at level 5. At level 10_ you can now create two swords for +2 to AC and two ranged attacks. At level 17_ the damage dice for each sword increases to 3d8.,Missing
Synchronoise,Psychic,WIS CHA ,1 action,5,Instantaneous,Self (20ft radius),You emit a strange soundwave that only damages creature that share a type with you. Any creature within a 40 foot circle that shares at least one of your types must make a CON save against your Move DC_ taking psychic damage on a failure_ or half as much on a success.,Higher Levels: The damage dice roll for this move changes to 3d8 at level 5_ 4d10 at level 10_ and 7d8 at level 17.,CON
Synthesis,Grass,CON ,1 action,3,Instantaneous,Self,You regenerate from the inside_ healing some of your wounds. Heal yourself for hit points. If activated in harsh sunlight_ double the healing dice.,Higher Levels: The healing dice roll for this move changes to 2d8 at level 5_ 2d12 at level 10_ and 6d6 at level 17.,Missing
Tackle,Normal,STR DEX ,1 action,20,Instantaneous,Melee,You rush forward and slam into a creature. Make a melee attack roll against a target_ doing normal damage on a hit.,Higher Levels: The damage dice roll for this move changes to 1d10 at level 5_ 2d8 at level 10_ and 5d4 at level 17.,Missing
Tail Glow,Bug,Missing,1 action,10,1 minute_ Concentration,Self,Your tail emits a flash of light_ boosting your attack. For the duration_ double your STAB damage.,Missing,Missing
Tail Slap,Normal,STR DEX ,1 action,5,Instantaneous,Melee,You strike out against a creature with a quick-hitting_ hard tail. Make a melee attack roll_ doing normal damage on a hit. After successfully hitting a target_ roll a d4. On a result of 3 or 4_ you may immediately hit again for an additional normal damage. Continue this process until you fail to roll a 3 or 4 on the d4 roll_ up to a maximum of four additional hits.,Higher Levels: The damage dice roll for this move changes to 2d4 at level 5_ 1d12 at level 10_ and 4d4 at level 17.,Missing
Tail Whip,Normal,CHA DEX ,1 action,15,1 minute,100ft,You shake your tail at a target_ distracting it and opening up its defenses. The creature must make a WIS save against your Move DC. On a fail_ allies add +1 to any attack they target it with for the duration. This modifier can be stacked if it fails multiple tail whip saves_ up to a maximum of +5.,Missing,WIS
Tailwind,Flying,Missing,1 action,3,1 minute_ Concentration,Self (30ft radius),You whip up a turbulent whirlwind that boosts the speed of all allies in a 60 foot circle_ centered on you. You and any ally that starts their turn inside the area has their speed doubled until the end of their turn.,Missing,Missing
Take Down,Normal,STR ,1 action,10,Instantaneous,Melee,You sacrifice your own position to take down a creature. Roll a melee attack roll. On a hit_ you deal normal damage_ taking a quarter of the total damage (rounded down) in typeless recoil.,Higher Levels: The damage dice roll for this move changes to 2d10 at level 5_ 3d10 at level 10_ and 4d12 at level 17.,Missing
Taunt,Dark,WIS CHA ,1 action,10,1 minute_ Concentration,40ft,You taunt a creature to only attack you with damaging attacks. Choose a target in range and force it to make a WIS saving throw against your Move DC. On a failure_ the target can only use damaging attacks that target you for the duration.,Missing,WIS
Tearful Look,Normal,WIS CHA ,1 action,15,1 minute,35ft,You fill your eyes with tears to make all creatures in range lose their combative spirit.Â  All creatures in range must make a CHA save against your Move DC.Â  On a fail_ they add -1 to any attack they makes for the duration.Â  This modifier can be stacked if an affected creature fails multiple Tearful Look saves_ up to a maximum of -5.,Missing,CHA
Techno Blast,Normal,STR DEX ,1 action,5,Instantaneous,Self (80ft line),You fire a powerful beam of pure light. The line is 80 feet long and 5 feet wide_ and all creatues caught in the blast must make a DEX save against your Move DC_ taking damage on a failure_ or half as much on a success. The damage type is dependant on the Drive the user holds. (Burn Drive - Fire_ Chill Drive - Ice_ Douse Drive - Water_ Shock Drive - Electric),Higher Levels: The damage dice roll for this move changes to 6d6 at level 5_ 8d6 at level 10_ and 7d12 at level 17.,DEX
Teeter Dance,Normal,WIS CHA ,1 action,10,Instantaneous,Self (20ft radius),You start to perform a difficult dance_ confusing all creatures in range. Creatures in a 40 foot circle around you must make a WIS save against your Move DC_ becoming confused on a fail.,Missing,WIS
Telekinesis,Psychic,WIS INT ,1 action,3,3 rounds_ Concentration,20ft,"You use your psychic power to attempt to hold a creature above the ground_ making it vulnerable to attacks. Force a creature in range to make a CON save against your Move DC. On a failure_ the creature is grappled and restrained for the duration_ unable to release itself as long as you hold your concentration. While grappled_ the creature is considered ""Raised"".",Missing,CON
Teleport,Psychic,Missing,1 action,10,Instantaneous,40ft,You disappear from view and reappear at an unoccupied point within range. In wild creature battles_ this move can be activated to automatically count as a single success in a group DEX check to run away.,Missing,Missing
Thief,Dark,DEX ,1 action,15,Instantaneous,Melee,You lash out with a quick attack that may steal a creature's held item. Make a melee attack against a creature_ doing dark damage on a hit. If the user does not have an item held_ the target must make a DEX save against your Move DC or have their item stolen by the user.,Higher Levels: The damage dice roll for this move changes to 2d8 at level 5_ 5d4 at level 10_ and 4d8 at level 17.,DEX
Thousand Arrows,Ground,DEX WIS ,1 action,5,Instataneouus,100ft,"You summon forth a volley of green arrows to pierce creatures in range. All creatures in a 30 ft radius_ centered on a point within range_ must make a DEX save against your Move DC_ taking ground damage on a hit_ or half as much on a save. Flying-type creatures or ones with Levitate_ Magnet Rise_ or similar ability CAN be hit by this move. Any creature that fails the saving throw falls to the ground and is now ""grounded"". Grounded creatures are susceptible to to ground-type moves until they raise up_ regardless of their type or ability.",Higher Levels: The damage dice roll for this move changes to 2d10 at level 5_ 3d10 at level 10_ and 4d12 at level 17.,DEX
Thousand Waves,Ground,DEX WIS ,1 action,5,Instantaneous,Self (60ft cone),A wave of green energy courses through the battlefield in a 60 foot cone_ centered on you. Any creature caught in the wave must make a DEX save against your Move DC_ taking ground damage on a failure_ or half as much on a success. Any creature that fails the saving throw cannot flee or be switched out as long as you remain in battle.,Higher Levels: The damage dice roll for this move changes to 2d10 at level 5_ 3d10 at level 10_ and 4d12 at level 17.,DEX
Thrash,Normal,STR ,1 action,5,Instantaneous,Melee,You thrash about wildly_ doing several attacks without control. Make a melee attack roll_ doing normal damage on a hit. After successfully hitting a target_ roll a d4. On a result of 3 or 4_ you may immediately hit again for an additional normal damage. Continue this process until you fail to roll a 3 or 4 on the d4 roll_ up to a maximum of two additional hits. At the end of this attack_ you become confused.,Higher Levels: The damage dice rolls for this move change to 2d8 at level 5_ 2d10 at level 10_ and 4d6 at level 17.,Missing
Throat Chop,Dark,STR DEX ,1 action,10,Instantaneous,Melee,You focus in on an attack at the target's throat. Make a melee attack_ dealing dark damage on a hit. On hit_ the target is unable to activate sound based attacks for its next turns.,Higher Levels: The damage dice roll for this move changes to 2d8 at level 5_ 4d6 at level 10_ and 6d6 at level 17.,Missing
Thunder Fang,Electric,STR DEX ,1 action,10,Instantaneous,Melee,You attempt to pierce a creature with electric fangs. Make a melee attack_ dealing electric damage on a hit. On a natural attack roll of 19 or 20_ the target is paralyzed and flinches.,Higher Levels: The damage dice roll for this move changes to 2d8 at level 5_ 5d4 at level 10_ and 4d8 at level 17.,Missing
Thunder Punch,Electric,STR DEX ,1 action,10,Instantaneous,Melee,Your punches are imbued with electric energy. Make a melee attack on a target_ doing electric damage on a hit. On a natural attack roll of 19 or 20_ the target is paralyzed.,Higher Levels: The damage dice roll for this move changes to 2d8 at level 5_ 2d12 at level 10_ and 6d6 at level 17.,Missing
Thunder Shock,Electric,STR DEX ,1 action,15,Instantaneous,20ft,You deliver an electric shock to a target in range. Make a ranged attack_ doing electric damage on a hit.,Higher Levels: The damage dice roll for this move changes to 1d12 at level 5_ 2d8 at level 10_ and 4d6 at level 17.,Missing
